指數代碼,指數名稱,日期,價格指數值,報酬指數值,漲跌點數,漲跌百分比
BC30,藍籌30指數,2026/03/31,16755.56,23709.33,-534.9,-3.09%
BC30,藍籌30指數,2026/03/30,17290.46,24466.22,-414.19,-2.34%
BC30,藍籌30指數,2026/03/27,17704.65,25052.3,-142.82,-0.8%
BC30,藍籌30指數,2026/03/26,17847.47,25254.4,-34.06,-0.19%
BC30,藍籌30指數,2026/03/25,17881.53,25302.6,582.3,3.37%
BC30,藍籌30指數,2026/03/24,17299.23,24478.63,-59.3,-0.34%
BC30,藍籌30指數,2026/03/23,17358.53,24562.53,-475.19,-2.66%
BC30,藍籌30指數,2026/03/20,17833.72,25234.94,-3.83,-0.02%
BC30,藍籌30指數,2026/03/19,17837.55,25240.36,-258.78,-1.43%
BC30,藍籌30指數,2026/03/18,18096.33,25592.31,302.65,1.7%
BC30,藍籌30指數,2026/03/17,17793.68,25164.28,425.61,2.45%
BC30,藍籌30指數,2026/03/16,17368.07,24533.82,-141.56,-0.81%
BC30,藍籌30指數,2026/03/13,17509.63,24733.79,-164.95,-0.93%
BC30,藍籌30指數,2026/03/12,17674.58,24966.79,-203.04,-1.14%
BC30,藍籌30指數,2026/03/11,17877.62,25253.6,756.47,4.42%
BC30,藍籌30指數,2026/03/10,17121.15,24185.03,452.29,2.71%
BC30,藍籌30指數,2026/03/09,16668.86,23546.12,-847.17,-4.84%
BC30,藍籌30指數,2026/03/06,17516.03,24742.82,-28.12,-0.16%
BC30,藍籌30指數,2026/03/05,17544.15,24782.56,555.88,3.27%
BC30,藍籌30指數,2026/03/04,16988.27,23997.32,-824.04,-4.63%
BC30,藍籌30指數,2026/03/03,17812.31,25161.34,-448.37,-2.46%
BC30,藍籌30指數,2026/03/02,18260.68,25794.71,-175.1,-0.95%
CG100,臺灣公司治理100指數,2026/03/31,19703.74,29750.72,-363.63,-1.81%
CG100,臺灣公司治理100指數,2026/03/30,20067.37,30299.76,-415.91,-2.03%
CG100,臺灣公司治理100指數,2026/03/27,20483.28,30927.75,-158.43,-0.77%
CG100,臺灣公司治理100指數,2026/03/26,20641.71,31166.96,-77.91,-0.38%
CG100,臺灣公司治理100指數,2026/03/25,20719.62,31283.73,476.09,2.35%
CG100,臺灣公司治理100指數,2026/03/24,20243.53,30563.27,-3.39,-0.02%
CG100,臺灣公司治理100指數,2026/03/23,20246.92,30568.39,-440.29,-2.13%
CG100,臺灣公司治理100指數,2026/03/20,20687.21,31233.12,-57.62,-0.28%
CG100,臺灣公司治理100指數,2026/03/19,20744.83,31318.9,-504.03,-2.37%
CG100,臺灣公司治理100指數,2026/03/18,21248.86,32077.2,285.23,1.36%
CG100,臺灣公司治理100指數,2026/03/17,20963.63,31646.63,272.3,1.32%
CG100,臺灣公司治理100指數,2026/03/16,20691.33,31175.3,-118.1,-0.57%
CG100,臺灣公司治理100指數,2026/03/13,20809.43,31353.25,-135.53,-0.65%
CG100,臺灣公司治理100指數,2026/03/12,20944.96,31557.45,-403.22,-1.89%
CG100,臺灣公司治理100指數,2026/03/11,21348.18,32164.98,855.73,4.18%
CG100,臺灣公司治理100指數,2026/03/10,20492.45,30875.66,400.89,2%
CG100,臺灣公司治理100指數,2026/03/09,20091.56,30271.65,-880.26,-4.2%
CG100,臺灣公司治理100指數,2026/03/06,20971.82,31597.92,-98.51,-0.47%
CG100,臺灣公司治理100指數,2026/03/05,21070.33,31746.34,491.32,2.39%
CG100,臺灣公司治理100指數,2026/03/04,20579.01,31006.08,-876.46,-4.09%
CG100,臺灣公司治理100指數,2026/03/03,21455.47,32326.63,-450.42,-2.06%
CG100,臺灣公司治理100指數,2026/03/02,21905.89,33005.26,-227.41,-1.03%
DIVP,臺指股利點數,2026/03/31,79.42,0,0.01,0.01%
DIVP,臺指股利點數,2026/03/30,79.41,0,0.13,0.16%
DIVP,臺指股利點數,2026/03/27,79.28,0,3.34,4.4%
DIVP,臺指股利點數,2026/03/26,75.94,0,3.59,4.96%
DIVP,臺指股利點數,2026/03/25,72.35,0,2.87,4.13%
DIVP,臺指股利點數,2026/03/24,69.48,0,0.17,0.25%
DIVP,臺指股利點數,2026/03/23,69.31,0,0,0%
DIVP,臺指股利點數,2026/03/20,69.31,0,1.3,1.91%
DIVP,臺指股利點數,2026/03/19,68.01,0,4.75,7.51%
DIVP,臺指股利點數,2026/03/18,63.26,0,0.32,0.51%
DIVP,臺指股利點數,2026/03/17,62.94,0,47.9,318.48%
DIVP,臺指股利點數,2026/03/16,15.04,0,0.13,0.87%
DIVP,臺指股利點數,2026/03/13,14.91,0,0,0%
DIVP,臺指股利點數,2026/03/12,14.91,0,0.28,1.91%
DIVP,臺指股利點數,2026/03/11,14.63,0,0,0%
DIVP,臺指股利點數,2026/03/10,14.63,0,0,0%
DIVP,臺指股利點數,2026/03/09,14.63,0,0,0%
DIVP,臺指股利點數,2026/03/06,14.63,0,0,0%
DIVP,臺指股利點數,2026/03/05,14.63,0,0,0%
DIVP,臺指股利點數,2026/03/04,14.63,0,0,0%
DIVP,臺指股利點數,2026/03/03,14.63,0,0,0%
DIVP,臺指股利點數,2026/03/02,14.63,0,0,0%
DIVP,臺指股利點數,2026/02/26,14.63,0,0,0%
DIVP,臺指股利點數,2026/02/25,14.63,0,0,0%
DIVP,臺指股利點數,2026/02/24,14.63,0,0,0%
DIVP,臺指股利點數,2026/02/23,14.63,0,0,0%
DIVP,臺指股利點數,2026/02/11,14.63,0,0,0%
DIVP,臺指股利點數,2026/02/10,14.63,0,0,0%
DIVP,臺指股利點數,2026/02/09,14.63,0,0,0%
DIVP,臺指股利點數,2026/02/06,14.63,0,0,0%
DIVP,臺指股利點數,2026/02/05,14.63,0,0,0%
DIVP,臺指股利點數,2026/02/04,14.63,0,0,0%
DIVP,臺指股利點數,2026/02/03,14.63,0,0,0%
DIVP,臺指股利點數,2026/02/02,14.63,0,0,0%
DIVP,臺指股利點數,2026/01/30,14.63,0,0,0%
DIVP,臺指股利點數,2026/01/29,14.63,0,0,0%
DIVP,臺指股利點數,2026/01/28,14.63,0,0,0%
DIVP,臺指股利點數,2026/01/27,14.63,0,0,0%
DIVP,臺指股利點數,2026/01/26,14.63,0,0,0%
DIVP,臺指股利點數,2026/01/23,14.63,0,0,0%
DIVP,臺指股利點數,2026/01/22,14.63,0,0.03,0.21%
DIVP,臺指股利點數,2026/01/21,14.60,0,0,0%
DIVP,臺指股利點數,2026/01/20,14.60,0,0,0%
DIVP,臺指股利點數,2026/01/19,14.60,0,0,0%
DIVP,臺指股利點數,2026/01/16,14.60,0,0,0%
DIVP,臺指股利點數,2026/01/15,14.60,0,0,0%
DIVP,臺指股利點數,2026/01/14,14.60,0,0,0%
DIVP,臺指股利點數,2026/01/13,14.60,0,0,0%
DIVP,臺指股利點數,2026/01/12,14.60,0,0,0%
DIVP,臺指股利點數,2026/01/09,14.60,0,0,0%
DIVP,臺指股利點數,2026/01/08,14.60,0,0.27,1.88%
DIVP,臺指股利點數,2026/01/07,14.33,0,0,0%
DIVP,臺指股利點數,2026/01/06,14.33,0,14.33,0%
DVA150,漲升股利150指數,2026/03/31,13398.08,20605.16,-562,-4.03%
DVA150,漲升股利150指數,2026/03/30,13960.08,21469.48,-168.95,-1.2%
DVA150,漲升股利150指數,2026/03/27,14129.03,21729.31,-53.48,-0.38%
DVA150,漲升股利150指數,2026/03/26,14182.51,21802.33,8.74,0.06%
DVA150,漲升股利150指數,2026/03/25,14173.77,21785.01,493.02,3.6%
DVA150,漲升股利150指數,2026/03/24,13680.75,21023.76,-112.29,-0.81%
DVA150,漲升股利150指數,2026/03/23,13793.04,21196.32,-493.54,-3.45%
DVA150,漲升股利150指數,2026/03/20,14286.58,21954.77,-103.61,-0.72%
DVA150,漲升股利150指數,2026/03/19,14390.19,22111.64,-233.25,-1.6%
DVA150,漲升股利150指數,2026/03/18,14623.44,22462.28,231.44,1.61%
DVA150,漲升股利150指數,2026/03/17,14392,22106.77,139.43,0.98%
DVA150,漲升股利150指數,2026/03/16,14252.57,21883.74,116.43,0.82%
DVA150,漲升股利150指數,2026/03/13,14136.14,21704.6,74.11,0.53%
DVA150,漲升股利150指數,2026/03/12,14062.03,21590.8,-160.6,-1.13%
DVA150,漲升股利150指數,2026/03/11,14222.63,21837.39,550.87,4.03%
DVA150,漲升股利150指數,2026/03/10,13671.76,20991.58,307.72,2.3%
DVA150,漲升股利150指數,2026/03/09,13364.04,20519.1,-731.78,-5.19%
DVA150,漲升股利150指數,2026/03/06,14095.82,21642.68,-30.91,-0.22%
DVA150,漲升股利150指數,2026/03/05,14126.73,21690.14,430.38,3.14%
DVA150,漲升股利150指數,2026/03/04,13696.35,21029.34,-774.02,-5.35%
DVA150,漲升股利150指數,2026/03/03,14470.37,22217.76,-408.74,-2.75%
DVA150,漲升股利150指數,2026/03/02,14879.11,22845.34,-191.8,-1.27%
EDRIN,電子類日報酬反向一倍指數,2026/03/31,1209.53,0,31.72,2.69%
EDRIN,電子類日報酬反向一倍指數,2026/03/30,1177.81,0,24.79,2.15%
EDRIN,電子類日報酬反向一倍指數,2026/03/27,1153.02,0,8.93,0.78%
EDRIN,電子類日報酬反向一倍指數,2026/03/26,1144.09,0,3.67,0.32%
EDRIN,電子類日報酬反向一倍指數,2026/03/25,1140.42,0,-33.01,-2.81%
EDRIN,電子類日報酬反向一倍指數,2026/03/24,1173.43,0,5.91,0.51%
EDRIN,電子類日報酬反向一倍指數,2026/03/23,1167.52,0,28.53,2.5%
EDRIN,電子類日報酬反向一倍指數,2026/03/20,1138.99,0,5.47,0.48%
EDRIN,電子類日報酬反向一倍指數,2026/03/19,1133.52,0,22.45,2.02%
EDRIN,電子類日報酬反向一倍指數,2026/03/18,1111.07,0,-20.82,-1.84%
EDRIN,電子類日報酬反向一倍指數,2026/03/17,1131.89,0,-20.12,-1.75%
EDRIN,電子類日報酬反向一倍指數,2026/03/16,1152.01,0,4.89,0.43%
EDRIN,電子類日報酬反向一倍指數,2026/03/13,1147.12,0,6.48,0.57%
EDRIN,電子類日報酬反向一倍指數,2026/03/12,1140.64,0,20.57,1.84%
EDRIN,電子類日報酬反向一倍指數,2026/03/11,1120.07,0,-57.17,-4.86%
EDRIN,電子類日報酬反向一倍指數,2026/03/10,1177.24,0,-30.58,-2.53%
EDRIN,電子類日報酬反向一倍指數,2026/03/09,1207.82,0,56.34,4.89%
EDRIN,電子類日報酬反向一倍指數,2026/03/06,1151.48,0,4.62,0.4%
EDRIN,電子類日報酬反向一倍指數,2026/03/05,1146.86,0,-35.64,-3.01%
EDRIN,電子類日報酬反向一倍指數,2026/03/04,1182.5,0,50.17,4.43%
EDRIN,電子類日報酬反向一倍指數,2026/03/03,1132.33,0,28.76,2.61%
EDRIN,電子類日報酬反向一倍指數,2026/03/02,1103.57,0,9.48,0.87%
EDRL2,電子類日報酬兩倍指數,2026/03/31,173816.46,0,-9894.61,-5.39%
EDRL2,電子類日報酬兩倍指數,2026/03/30,183711.07,0,-8254.39,-4.3%
EDRL2,電子類日報酬兩倍指數,2026/03/27,191965.46,0,-3045.41,-1.56%
EDRL2,電子類日報酬兩倍指數,2026/03/26,195010.87,0,-1262.49,-0.64%
EDRL2,電子類日報酬兩倍指數,2026/03/25,196273.36,0,10455.47,5.63%
EDRL2,電子類日報酬兩倍指數,2026/03/24,185817.89,0,-1899.8,-1.01%
EDRL2,電子類日報酬兩倍指數,2026/03/23,187717.69,0,-9899.18,-5.01%
EDRL2,電子類日報酬兩倍指數,2026/03/20,197616.87,0,-1927.03,-0.97%
EDRL2,電子類日報酬兩倍指數,2026/03/19,199543.9,0,-8405.14,-4.04%
EDRL2,電子類日報酬兩倍指數,2026/03/18,207949.04,0,7379.42,3.68%
EDRL2,電子類日報酬兩倍指數,2026/03/17,200569.62,0,6768.61,3.49%
EDRL2,電子類日報酬兩倍指數,2026/03/16,193801.01,0,-1666.9,-0.85%
EDRL2,電子類日報酬兩倍指數,2026/03/13,195467.91,0,-2245.42,-1.14%
EDRL2,電子類日報酬兩倍指數,2026/03/12,197713.33,0,-7539.17,-3.67%
EDRL2,電子類日報酬兩倍指數,2026/03/11,205252.5,0,18169.76,9.71%
EDRL2,電子類日報酬兩倍指數,2026/03/10,187082.74,0,9016.47,5.06%
EDRL2,電子類日報酬兩倍指數,2026/03/09,178066.27,0,-19315.02,-9.79%
EDRL2,電子類日報酬兩倍指數,2026/03/06,197381.29,0,-1602.76,-0.81%
EDRL2,電子類日報酬兩倍指數,2026/03/05,198984.05,0,11313.79,6.03%
EDRL2,電子類日報酬兩倍指數,2026/03/04,187670.26,0,-18245.67,-8.86%
EDRL2,電子類日報酬兩倍指數,2026/03/03,205915.93,0,-11321.04,-5.21%
EDRL2,電子類日報酬兩倍指數,2026/03/02,217236.97,0,-3832.49,-1.73%
EMP99,臺灣就業99指數,2026/03/31,18616.3,32226.28,-660,-3.42%
EMP99,臺灣就業99指數,2026/03/30,19276.3,33368.79,-202.54,-1.04%
EMP99,臺灣就業99指數,2026/03/27,19478.84,33719.41,-105.71,-0.54%
EMP99,臺灣就業99指數,2026/03/26,19584.55,33887.95,-90.55,-0.46%
EMP99,臺灣就業99指數,2026/03/25,19675.1,34044.63,609.01,3.19%
EMP99,臺灣就業99指數,2026/03/24,19066.09,32990.84,-189.04,-0.98%
EMP99,臺灣就業99指數,2026/03/23,19255.13,33317.93,-663.81,-3.33%
EMP99,臺灣就業99指數,2026/03/20,19918.94,34466.57,-202.77,-1.01%
EMP99,臺灣就業99指數,2026/03/19,20121.71,34817.42,-335.11,-1.64%
EMP99,臺灣就業99指數,2026/03/18,20456.82,35388.25,339.15,1.69%
EMP99,臺灣就業99指數,2026/03/17,20117.67,34801.55,285.33,1.44%
EMP99,臺灣就業99指數,2026/03/16,19832.34,34295.73,265.5,1.36%
EMP99,臺灣就業99指數,2026/03/13,19566.84,33836.61,60.26,0.31%
EMP99,臺灣就業99指數,2026/03/12,19506.58,33732.4,-166.23,-0.84%
EMP99,臺灣就業99指數,2026/03/11,19672.81,34019.86,706.45,3.72%
EMP99,臺灣就業99指數,2026/03/10,18966.36,32798.2,402.25,2.17%
EMP99,臺灣就業99指數,2026/03/09,18564.11,32102.61,-881.67,-4.53%
EMP99,臺灣就業99指數,2026/03/06,19445.78,33627.26,-129.26,-0.66%
EMP99,臺灣就業99指數,2026/03/05,19575.04,33850.79,592.57,3.12%
EMP99,臺灣就業99指數,2026/03/04,18982.47,32826.06,-1097.54,-5.47%
EMP99,臺灣就業99指數,2026/03/03,20080.01,34724.02,-532.34,-2.58%
EMP99,臺灣就業99指數,2026/03/02,20612.35,35644.59,-199.61,-0.96%
F4GTTE,臺灣永續指數,2026/03/31,16583.53,0,-467.4,-2.74%
F4GTTE,臺灣永續指數,2026/03/30,17050.93,24082.36,-346.8,-1.99%
F4GTTE,臺灣永續指數,2026/03/27,17397.73,24572.17,-113.38,-0.65%
F4GTTE,臺灣永續指數,2026/03/26,17511.11,24729.77,-33.44,-0.19%
F4GTTE,臺灣永續指數,2026/03/25,17544.55,24776.55,491.79,2.88%
F4GTTE,臺灣永續指數,2026/03/24,17052.76,24080.57,-44.19,-0.26%
F4GTTE,臺灣永續指數,2026/03/23,17096.95,24142.98,-464.77,-2.65%
F4GTTE,臺灣永續指數,2026/03/20,17561.72,24799.29,-26.69,-0.15%
F4GTTE,臺灣永續指數,2026/03/19,17588.41,24836.98,-308.6,-1.72%
F4GTTE,臺灣永續指數,2026/03/18,17897.01,25266.85,241.74,1.37%
F4GTTE,臺灣永續指數,2026/03/17,17655.27,24925.55,267.95,1.54%
F4GTTE,臺灣永續指數,2026/03/16,17387.32,24521.80,-70.44,-0.4%
F4GTTE,臺灣永續指數,2026/03/13,17457.76,24621.14,-93.86,-0.53%
F4GTTE,臺灣永續指數,2026/03/12,17551.62,24753.52,-205.77,-1.16%
F4GTTE,臺灣永續指數,2026/03/11,17757.39,25043.72,689.61,4.04%
F4GTTE,臺灣永續指數,2026/03/10,17067.78,24071.15,352.5,2.11%
F4GTTE,臺灣永續指數,2026/03/09,16715.28,23574.00,-772.81,-4.42%
F4GTTE,臺灣永續指數,2026/03/06,17488.09,24663.93,-33.83,-0.19%
F4GTTE,臺灣永續指數,2026/03/05,17521.92,24711.64,493.87,2.9%
F4GTTE,臺灣永續指數,2026/03/04,17028.05,24015.11,-826.75,-4.63%
F4GTTE,臺灣永續指數,2026/03/03,17854.8,25181.11,-408.09,-2.23%
F4GTTE,臺灣永續指數,2026/03/02,18262.89,25756.65,-187.45,-1.02%
FDRIN,金融類日報酬反向一倍指數,2026/03/31,2970.14,0,11.81,0.4%
FDRIN,金融類日報酬反向一倍指數,2026/03/30,2958.33,0,39.68,1.36%
FDRIN,金融類日報酬反向一倍指數,2026/03/27,2918.65,0,11.4,0.39%
FDRIN,金融類日報酬反向一倍指數,2026/03/26,2907.25,0,9.72,0.34%
FDRIN,金融類日報酬反向一倍指數,2026/03/25,2897.53,0,-44.34,-1.51%
FDRIN,金融類日報酬反向一倍指數,2026/03/24,2941.87,0,-21.55,-0.73%
FDRIN,金融類日報酬反向一倍指數,2026/03/23,2963.42,0,43.87,1.5%
FDRIN,金融類日報酬反向一倍指數,2026/03/20,2919.55,0,-12.45,-0.42%
FDRIN,金融類日報酬反向一倍指數,2026/03/19,2932,0,45.27,1.57%
FDRIN,金融類日報酬反向一倍指數,2026/03/18,2886.73,0,-1.4,-0.05%
FDRIN,金融類日報酬反向一倍指數,2026/03/17,2888.13,0,-24.53,-0.84%
FDRIN,金融類日報酬反向一倍指數,2026/03/16,2912.66,0,-12,-0.41%
FDRIN,金融類日報酬反向一倍指數,2026/03/13,2924.66,0,14.16,0.49%
FDRIN,金融類日報酬反向一倍指數,2026/03/12,2910.5,0,1.79,0.06%
FDRIN,金融類日報酬反向一倍指數,2026/03/11,2908.71,0,-21.78,-0.74%
FDRIN,金融類日報酬反向一倍指數,2026/03/10,2930.49,0,-15.48,-0.53%
FDRIN,金融類日報酬反向一倍指數,2026/03/09,2945.97,0,58.16,2.01%
FDRIN,金融類日報酬反向一倍指數,2026/03/06,2887.81,0,7.81,0.27%
FDRIN,金融類日報酬反向一倍指數,2026/03/05,2880,0,-30.78,-1.06%
FDRIN,金融類日報酬反向一倍指數,2026/03/04,2910.78,0,120.51,4.32%
FDRIN,金融類日報酬反向一倍指數,2026/03/03,2790.27,0,-3.46,-0.12%
FDRIN,金融類日報酬反向一倍指數,2026/03/02,2793.73,0,58.78,2.15%
FDRL2,金融類日報酬兩倍指數,2026/03/31,57860.55,0,-465.61,-0.8%
FDRL2,金融類日報酬兩倍指數,2026/03/30,58326.16,0,-1630.14,-2.72%
FDRL2,金融類日報酬兩倍指數,2026/03/27,59956.3,0,-473.98,-0.78%
FDRL2,金融類日報酬兩倍指數,2026/03/26,60430.28,0,-408.29,-0.67%
FDRL2,金融類日報酬兩倍指數,2026/03/25,60838.57,0,1780.2,3.01%
FDRL2,金融類日報酬兩倍指數,2026/03/24,59058.37,0,846.65,1.45%
FDRL2,金融類日報酬兩倍指數,2026/03/23,58211.72,0,-1803.73,-3.01%
FDRL2,金融類日報酬兩倍指數,2026/03/20,60015.45,0,505.5,0.85%
FDRL2,金融類日報酬兩倍指數,2026/03/19,59509.95,0,-1926.95,-3.14%
FDRL2,金融類日報酬兩倍指數,2026/03/18,61436.9,0,59.61,0.1%
FDRL2,金融類日報酬兩倍指數,2026/03/17,61377.29,0,1016.88,1.68%
FDRL2,金融類日報酬兩倍指數,2026/03/16,60360.41,0,491.28,0.82%
FDRL2,金融類日報酬兩倍指數,2026/03/13,59869.13,0,-588.16,-0.97%
FDRL2,金融類日報酬兩倍指數,2026/03/12,60457.29,0,-74.62,-0.12%
FDRL2,金融類日報酬兩倍指數,2026/03/11,60531.91,0,886.44,1.49%
FDRL2,金融類日報酬兩倍指數,2026/03/10,59645.47,0,620.47,1.05%
FDRL2,金融類日報酬兩倍指數,2026/03/09,59025,0,-2477.3,-4.03%
FDRL2,金融類日報酬兩倍指數,2026/03/06,61502.3,0,-335.46,-0.54%
FDRL2,金融類日報酬兩倍指數,2026/03/05,61837.76,0,1280.68,2.11%
FDRL2,金融類日報酬兩倍指數,2026/03/04,60557.08,0,-5725.61,-8.64%
FDRL2,金融類日報酬兩倍指數,2026/03/03,66282.69,0,164,0.25%
FDRL2,金融類日報酬兩倍指數,2026/03/02,66118.69,0,-2969.79,-4.3%
FRMSA,寶島指數,2026/03/31,35466.69,54420.96,-931.64,-2.56%
FRMSA,寶島指數,2026/03/30,36398.33,55849.91,-654.49,-1.77%
FRMSA,寶島指數,2026/03/27,37052.82,56853.82,-213.91,-0.57%
FRMSA,寶島指數,2026/03/26,37266.73,57175.92,-122.79,-0.33%
FRMSA,寶島指數,2026/03/25,37389.52,57355.46,959.78,2.63%
FRMSA,寶島指數,2026/03/24,36429.74,55878.5,-150.88,-0.41%
FRMSA,寶島指數,2026/03/23,36580.62,56109.1,-947.65,-2.53%
FRMSA,寶島指數,2026/03/20,37528.27,57562.56,-162.8,-0.43%
FRMSA,寶島指數,2026/03/19,37691.07,57807.33,-678.34,-1.77%
FRMSA,寶島指數,2026/03/18,38369.41,58840.23,601.71,1.59%
FRMSA,寶島指數,2026/03/17,37767.7,57916.98,544.18,1.46%
FRMSA,寶島指數,2026/03/16,37223.52,57006.48,-22.85,-0.06%
FRMSA,寶島指數,2026/03/13,37246.37,57041.28,-176.58,-0.47%
FRMSA,寶島指數,2026/03/12,37422.95,57311.71,-549.95,-1.45%
FRMSA,寶島指數,2026/03/11,37972.9,58153.49,1508.96,4.14%
FRMSA,寶島指數,2026/03/10,36463.94,55842.59,757.98,2.12%
FRMSA,寶島指數,2026/03/09,35705.96,54681.79,-1691.36,-4.52%
FRMSA,寶島指數,2026/03/06,37397.32,57272.01,-56.33,-0.15%
FRMSA,寶島指數,2026/03/05,37453.65,57358.28,962.76,2.64%
FRMSA,寶島指數,2026/03/04,36490.89,55883.87,-1675.56,-4.39%
FRMSA,寶島指數,2026/03/03,38166.45,58449.89,-859.98,-2.2%
FRMSA,寶島指數,2026/03/02,39026.43,59766.91,-336.64,-0.86%
HC100,臺灣高薪100指數,2026/03/31,14933.3,25148.03,-380.17,-2.48%
HC100,臺灣高薪100指數,2026/03/30,15313.47,25788.25,-243.69,-1.57%
HC100,臺灣高薪100指數,2026/03/27,15557.16,26198.63,-114.44,-0.73%
HC100,臺灣高薪100指數,2026/03/26,15671.6,26381.25,-114.34,-0.72%
HC100,臺灣高薪100指數,2026/03/25,15785.94,26570.25,372.02,2.41%
HC100,臺灣高薪100指數,2026/03/24,15413.92,25944.1,-72.63,-0.47%
HC100,臺灣高薪100指數,2026/03/23,15486.55,26066.34,-434.76,-2.73%
HC100,臺灣高薪100指數,2026/03/20,15921.31,26798.12,-34.4,-0.22%
HC100,臺灣高薪100指數,2026/03/19,15955.71,26856.01,-231.67,-1.43%
HC100,臺灣高薪100指數,2026/03/18,16187.38,27242.06,149.46,0.93%
HC100,臺灣高薪100指數,2026/03/17,16037.92,26990.53,253.07,1.6%
HC100,臺灣高薪100指數,2026/03/16,15784.85,26552.83,107.31,0.68%
HC100,臺灣高薪100指數,2026/03/13,15677.54,26372.3,-85.62,-0.54%
HC100,臺灣高薪100指數,2026/03/12,15763.16,26516.34,-121.18,-0.76%
HC100,臺灣高薪100指數,2026/03/11,15884.34,26720.19,494.67,3.21%
HC100,臺灣高薪100指數,2026/03/10,15389.67,25888.06,203.85,1.34%
HC100,臺灣高薪100指數,2026/03/09,15185.82,25545.15,-573.61,-3.64%
HC100,臺灣高薪100指數,2026/03/06,15759.43,26510.06,-28.84,-0.18%
HC100,臺灣高薪100指數,2026/03/05,15788.27,26558.57,372.44,2.42%
HC100,臺灣高薪100指數,2026/03/04,15415.83,25932.07,-745.47,-4.61%
HC100,臺灣高薪100指數,2026/03/03,16161.3,27186.07,-347.85,-2.11%
HC100,臺灣高薪100指數,2026/03/02,16509.15,27771.22,-156.13,-0.94%
INE30,工業菁英30指數,2026/03/31,15879.63,22749.01,-551.74,-3.36%
INE30,工業菁英30指數,2026/03/30,16431.37,23539.41,-323.66,-1.93%
INE30,工業菁英30指數,2026/03/27,16755.03,24003.09,-97.37,-0.58%
INE30,工業菁英30指數,2026/03/26,16852.4,24141.92,-36.61,-0.22%
INE30,工業菁英30指數,2026/03/25,16889.01,24181.1,504.19,3.08%
INE30,工業菁英30指數,2026/03/24,16384.82,23459.23,1.61,0.01%
INE30,工業菁英30指數,2026/03/23,16383.21,23456.92,-416.81,-2.48%
INE30,工業菁英30指數,2026/03/20,16800.02,24053.7,-37.25,-0.22%
INE30,工業菁英30指數,2026/03/19,16837.27,24107.03,-293.51,-1.71%
INE30,工業菁英30指數,2026/03/18,17130.78,24503.86,459.48,2.76%
INE30,工業菁英30指數,2026/03/17,16671.3,23846.62,374.83,2.3%
INE30,工業菁英30指數,2026/03/16,16296.47,23287.5,-99.83,-0.61%
INE30,工業菁英30指數,2026/03/13,16396.3,23430.17,-110.64,-0.67%
INE30,工業菁英30指數,2026/03/12,16506.94,23588.27,-169,-1.01%
INE30,工業菁英30指數,2026/03/11,16675.94,23829.77,688.97,4.31%
INE30,工業菁英30指數,2026/03/10,15986.97,22845.24,481.54,3.11%
INE30,工業菁英30指數,2026/03/09,15505.43,22157.12,-801.79,-4.92%
INE30,工業菁英30指數,2026/03/06,16307.22,23302.87,64.34,0.4%
INE30,工業菁英30指數,2026/03/05,16242.88,23210.92,525.69,3.34%
INE30,工業菁英30指數,2026/03/04,15717.19,22459.72,-680.53,-4.15%
INE30,工業菁英30指數,2026/03/03,16397.72,23432.19,-464.77,-2.76%
INE30,工業菁英30指數,2026/03/02,16862.49,24096.35,-4.68,-0.03%
IR0091,漲升股利150報酬指數,2026/03/31,13398.08,20605.16,-864.32,-4.03%
IR0091,漲升股利150報酬指數,2026/03/30,13960.08,21469.48,-259.83,-1.2%
IR0091,漲升股利150報酬指數,2026/03/27,14129.03,21729.31,-73.02,-0.33%
IR0091,漲升股利150報酬指數,2026/03/26,14182.51,21802.33,17.32,0.08%
IR0091,漲升股利150報酬指數,2026/03/25,14173.77,21785.01,761.25,3.62%
IR0091,漲升股利150報酬指數,2026/03/24,13680.75,21023.76,-172.56,-0.81%
IR0091,漲升股利150報酬指數,2026/03/23,13793.04,21196.32,-758.45,-3.45%
IR0091,漲升股利150報酬指數,2026/03/20,14286.58,21954.77,-156.87,-0.71%
IR0091,漲升股利150報酬指數,2026/03/19,14390.19,22111.64,-350.64,-1.56%
IR0091,漲升股利150報酬指數,2026/03/18,14623.44,22462.28,355.51,1.61%
IR0091,漲升股利150報酬指數,2026/03/17,14392,22106.77,223.03,1.02%
IR0091,漲升股利150報酬指數,2026/03/16,14252.57,21883.74,179.14,0.83%
IR0091,漲升股利150報酬指數,2026/03/13,14136.14,21704.6,113.8,0.53%
IR0091,漲升股利150報酬指數,2026/03/12,14062.03,21590.8,-246.59,-1.13%
IR0091,漲升股利150報酬指數,2026/03/11,14222.63,21837.39,845.81,4.03%
IR0091,漲升股利150報酬指數,2026/03/10,13671.76,20991.58,472.48,2.3%
IR0091,漲升股利150報酬指數,2026/03/09,13364.04,20519.1,-1123.58,-5.19%
IR0091,漲升股利150報酬指數,2026/03/06,14095.82,21642.68,-47.46,-0.22%
IR0091,漲升股利150報酬指數,2026/03/05,14126.73,21690.14,660.8,3.14%
IR0091,漲升股利150報酬指數,2026/03/04,13696.35,21029.34,-1188.42,-5.35%
IR0091,漲升股利150報酬指數,2026/03/03,14470.37,22217.76,-627.58,-2.75%
IR0091,漲升股利150報酬指數,2026/03/02,14879.11,22845.34,-294.49,-1.27%
IR0112,存股雙十等權重報酬指數,2026/03/31,13005.8,19150.4,-794.56,-3.98%
